cliente_id,idade,renda_mensal,tempo_relacionamento_meses,uso_limite,inadimplente,canal,gasto_mensal,data_referencia
CLI-0372,40,1684.94,14,0.2303,0,agencia,578.05,2025-05-01
CLI-0373,20,3776.47,108,0.0925,0,app,473.55,2025-07-01
CLI-0374,58,4559.11,108,0.3235,0,agencia,1751.7,2025-04-01
CLI-0375,36,5090.89,205,0.27,0,app,1139.75,2025-05-01
CLI-0376,27,8650.09,66,0.1955,0,app,2419.95,2025-06-01
CLI-0377,21,3877.26,84,0.1114,0,app,1398.09,2025-10-01
CLI-0378,32,4803.8,72,0.1832,0,agencia,1228.24,2026-03-01
CLI-0379,19,2781.87,187,0.1657,0,agencia,1434.58,2026-03-01
CLI-0380,47,13264.09,218,0.4778,0,app,2959.34,2026-04-01
CLI-0381,21,7136.47,208,0.2492,0,agencia,2237.3,2026-04-01
CLI-0382,45,3335.87,156,0.4125,0,app,996.46,2025-12-01
CLI-0383,52,4959.73,52,0.4582,0,agencia,1705.62,2025-11-01
CLI-0384,28,6229.61,168,0.2643,0,agencia,1512.76,2025-07-01
CLI-0385,45,10485.19,48,0.1041,0,agencia,2278.67,2026-01-01
CLI-0386,30,2952.77,95,0.3233,0,agencia,860.68,2025-12-01
CLI-0387,26,7754.08,187,0.295,0,app,1768.04,2025-08-01
CLI-0388,66,4343.38,123,0.5003,0,app,1784.66,2025-05-01
CLI-0389,58,4865.25,67,0.6128,0,agencia,1083.29,2025-02-01
CLI-0390,49,1947.64,131,0.4163,0,telefone,1569.25,2025-04-01
CLI-0391,65,6657.8,161,0.1817,0,agencia,1748.8,2025-08-01
CLI-0392,59,3571.82,66,0.4757,0,app,1121.13,2025-03-01
CLI-0393,71,6314.23,111,0.696,0,app,1672.91,2025-09-01
CLI-0394,39,3192.95,20,0.5042,0,agencia,1381.23,2025-03-01
CLI-0395,45,7067.35,36,0.346,0,telefone,1871.48,2025-12-01
CLI-0396,32,6285.83,157,0.3654,0,agencia,1446.7,2025-09-01
CLI-0397,42,5493.87,134,0.3189,0,agencia,1621.5,2026-06-01
CLI-0398,23,5613.97,132,0.2466,0,app,1829.65,2026-01-01
CLI-0399,69,5481.95,77,0.2559,0,app,1191.91,2026-01-01
CLI-0400,27,2847.64,205,0.1731,0,app,776.59,2025-01-01
CLI-0401,41,2887.05,177,0.2497,0,telefone,1724.36,2025-02-01
CLI-0402,69,2239.65,6,0.3157,0,agencia,754.74,2026-06-01
CLI-0403,37,2968.31,30,0.4845,0,telefone,1423.53,2025-03-01
CLI-0404,50,5139.26,52,0.3662,0,app,1451.48,2026-06-01
CLI-0405,36,3084.65,75,0.5578,1,app,1599.96,2025-01-01
CLI-0406,26,10459.74,29,0.4566,0,agencia,1717.43,2025-04-01
CLI-0407,70,7221.93,96,0.3514,0,app,1914.3,2025-03-01
CLI-0408,22,3396.0,70,0.3337,0,agencia,570.7,2026-03-01
CLI-0409,46,5112.11,11,0.2151,0,app,1437.37,2025-03-01
CLI-0410,31,3781.18,69,0.1595,0,agencia,1327.37,2026-06-01
CLI-0411,62,3379.86,172,0.7413,0,app,1365.39,2026-05-01
CLI-0412,46,2790.05,177,0.0139,0,agencia,358.39,2025-01-01
CLI-0413,58,4033.13,210,0.5255,0,agencia,239.61,2025-05-01
CLI-0414,31,3103.43,130,0.1652,0,app,602.83,2025-05-01
CLI-0415,44,3911.29,157,0.5139,0,agencia,1983.94,2025-12-01
CLI-0416,41,3430.36,5,0.5216,0,telefone,1622.58,2025-02-01
CLI-0417,25,4293.06,60,0.1773,0,app,1476.1,2026-04-01
CLI-0418,45,4816.55,117,0.5602,0,telefone,1661.86,2025-10-01
CLI-0419,63,3247.37,198,0.3002,0,telefone,1632.56,2025-01-01
CLI-0420,19,2315.41,7,0.3662,0,agencia,802.31,2025-01-01
CLI-0421,31,1736.48,109,0.1384,0,app,606.34,2025-09-01
CLI-0422,52,4455.06,73,0.6212,0,app,1590.57,2025-12-01
CLI-0423,36,2872.29,171,0.4494,0,app,1339.29,2026-05-01
CLI-0424,26,2649.86,6,0.3463,0,agencia,901.4,2025-09-01
CLI-0425,30,13994.67,75,0.2146,0,app,3387.07,2025-03-01
CLI-0426,21,2696.4,30,0.7434,0,agencia,1475.26,2026-03-01
CLI-0427,56,2779.1,22,0.7122,1,agencia,1397.79,2025-10-01
CLI-0428,33,6199.62,194,0.1889,0,telefone,412.31,2025-03-01
CLI-0429,67,2427.08,216,0.4108,0,app,1450.43,2025-08-01
CLI-0430,71,1384.4,231,0.2399,0,app,878.91,2025-08-01
CLI-0431,40,3418.28,1,0.4918,0,telefone,871.06,2026-05-01
CLI-0432,60,8592.91,84,0.2262,0,app,2388.57,2025-11-01
CLI-0433,58,3047.27,205,0.0827,0,app,1263.81,2025-01-01
CLI-0434,60,1956.27,4,0.3471,0,app,1314.19,2025-07-01
CLI-0435,69,3116.95,189,0.4483,0,telefone,1251.36,2025-02-01
CLI-0436,72,4532.54,41,0.2463,0,app,2003.11,2025-01-01
CLI-0437,19,3511.17,87,0.2804,1,app,1395.75,2025-11-01
CLI-0438,43,5344.01,146,0.6873,0,app,2078.58,2025-09-01
CLI-0439,23,4056.14,40,0.2731,0,app,1091.57,2026-05-01
CLI-0440,61,1911.43,69,0.1444,0,agencia,1354.4,2026-03-01
CLI-0441,62,2548.48,209,0.644,0,app,1353.99,2026-02-01
CLI-0442,30,4278.81,43,0.3446,0,app,1375.92,2025-07-01
CLI-0443,27,5756.98,130,0.7908,1,app,1212.21,2025-03-01
CLI-0444,31,11232.81,194,0.5366,0,agencia,2898.36,2025-10-01
CLI-0445,35,4887.67,5,0.2454,0,app,1887.88,2025-01-01
CLI-0446,63,2739.66,180,0.4812,0,app,831.73,2025-01-01
CLI-0447,47,6113.76,87,0.2157,0,app,1508.49,2026-04-01
CLI-0448,42,2673.2,21,0.6112,0,app,1159.47,2026-01-01
CLI-0449,31,5103.53,102,0.2495,0,agencia,1817.51,2026-04-01
CLI-0450,39,6657.64,128,0.1735,0,app,1133.24,2025-04-01
CLI-0451,55,1254.58,75,0.8533,0,telefone,886.0,2026-04-01
CLI-0452,37,4345.06,92,0.343,0,telefone,628.62,2025-10-01
CLI-0453,40,2260.01,125,0.3202,0,app,1407.65,2025-10-01
CLI-0454,26,4261.72,230,0.5186,0,app,1354.65,2025-02-01
CLI-0455,28,4743.35,89,0.5546,0,app,1337.71,2025-06-01
CLI-0456,54,6296.44,112,0.3752,1,telefone,894.48,2025-09-01
CLI-0457,41,6439.43,187,0.4032,0,telefone,1355.94,2025-03-01
CLI-0458,60,4409.69,157,0.5375,0,app,1850.84,2025-06-01
CLI-0459,25,2764.56,7,0.4552,0,app,1533.54,2025-12-01
CLI-0460,46,1219.1,132,0.2402,0,app,767.85,2025-09-01
CLI-0461,43,3377.75,65,0.3015,0,app,1183.98,2025-02-01
CLI-0462,20,5945.08,131,0.5104,0,agencia,1653.26,2025-12-01
CLI-0463,47,2361.08,226,0.3588,0,app,1008.08,2026-05-01
CLI-0464,35,4314.3,3,0.6634,0,app,1515.24,2026-06-01
CLI-0465,62,3940.22,201,0.2215,0,app,1187.51,2025-06-01
CLI-0466,59,1804.01,222,0.7827,0,app,1419.44,2026-05-01
CLI-0467,46,1537.8,148,0.7476,1,app,979.88,2025-01-01
CLI-0468,31,4468.2,131,0.695,0,app,1080.72,2026-05-01
CLI-0469,34,2788.57,68,0.3799,0,agencia,1663.1,2026-01-01
CLI-0470,72,3662.62,112,0.3683,0,telefone,741.51,2025-02-01
CLI-0471,70,8672.73,189,0.222,0,app,2396.44,2025-11-01
CLI-0472,31,3101.26,124,0.654,1,app,1165.99,2026-02-01
CLI-0473,24,3495.19,185,0.3808,1,app,1044.04,2025-05-01
CLI-0474,40,7263.07,158,0.7218,0,app,1838.96,2025-08-01
CLI-0475,30,2656.06,87,0.2647,0,agencia,640.22,2026-04-01
CLI-0476,31,5121.7,229,0.3334,0,app,1573.0,2025-07-01
CLI-0477,62,1787.85,163,0.2243,0,telefone,1182.77,2026-05-01
CLI-0478,60,2598.4,149,0.0328,0,telefone,1461.34,2026-03-01
CLI-0479,54,3399.3,60,0.139,0,telefone,727.97,2025-11-01
CLI-0480,36,1749.27,210,0.7107,0,app,1543.9,2025-05-01
CLI-0481,26,4105.23,164,0.4694,0,telefone,1755.35,2026-03-01
CLI-0482,66,3787.53,2,0.3038,0,app,2046.17,2025-07-01
CLI-0483,57,5681.94,184,0.0606,0,app,1585.46,2025-05-01
CLI-0484,20,3088.5,59,0.5706,0,agencia,1238.07,2026-01-01
CLI-0485,57,5942.17,201,0.2463,0,agencia,1582.56,2025-01-01
CLI-0486,58,2232.56,197,0.2164,0,telefone,1271.12,2025-11-01
CLI-0487,46,2422.81,236,0.4216,0,app,889.9,2025-10-01
CLI-0488,36,1979.34,23,0.5553,0,app,902.84,2025-06-01
CLI-0489,20,3800.99,135,0.4044,0,app,933.37,2026-02-01
CLI-0490,65,3659.55,227,0.3723,0,app,1215.68,2025-10-01
CLI-0491,53,4718.03,7,0.4307,0,agencia,1554.18,2025-08-01
CLI-0492,66,10937.52,115,0.2055,0,app,2635.22,2025-10-01
CLI-0493,67,1916.48,211,0.1333,0,app,1024.76,2025-04-01
CLI-0494,63,3243.39,110,0.2065,0,agencia,1160.11,2026-02-01
CLI-0495,36,1485.2,134,0.5147,0,app,888.14,2025-12-01
CLI-0496,40,2449.82,5,0.3888,0,agencia,1140.45,2026-01-01
CLI-0497,33,2344.25,163,0.0745,0,app,247.32,2026-04-01
CLI-0498,42,2013.13,159,0.2429,0,app,829.58,2026-01-01
CLI-0499,66,2645.14,177,0.3116,0,app,314.34,2025-06-01
CLI-0500,52,4873.58,113,0.2439,0,app,1149.36,2025-10-01
CLI-0501,50,5202.58,72,0.2294,1,app,1860.24,2025-12-01
CLI-0502,69,4912.69,36,0.3473,0,telefone,1441.51,2025-06-01
CLI-0503,63,8832.6,107,0.7162,1,app,3201.73,2026-02-01
CLI-0504,22,7754.02,187,0.6571,0,agencia,2049.05,2025-10-01
CLI-0505,33,3439.25,60,0.074,0,app,750.72,2025-07-01
CLI-0506,65,6344.29,87,0.2096,0,app,671.75,2025-06-01
CLI-0507,29,1496.65,79,0.4187,0,app,710.29,2025-02-01
CLI-0508,25,2851.26,84,0.2168,0,agencia,915.99,2026-04-01
CLI-0509,46,2611.04,132,0.3068,0,app,569.77,2025-02-01
CLI-0510,62,5741.98,153,0.2751,0,app,1271.6,2026-01-01
CLI-0511,58,2856.41,56,0.4334,0,app,1535.57,2025-06-01
CLI-0512,59,5275.97,133,0.7332,0,app,1819.32,2026-03-01
CLI-0513,40,3309.76,101,0.4172,0,app,1997.1,2025-05-01
CLI-0514,43,3776.13,217,0.6733,0,app,1300.18,2025-11-01
CLI-0515,29,7656.88,199,0.2501,0,app,1271.2,2025-10-01
CLI-0516,24,3117.65,15,0.3104,1,agencia,1041.09,2025-07-01
CLI-0517,24,3619.35,179,0.2561,0,app,1469.38,2025-02-01
CLI-0518,43,5272.06,191,0.4968,0,agencia,1762.65,2025-12-01
CLI-0519,40,4381.07,143,0.451,0,app,894.4,2025-05-01
CLI-0520,61,4733.87,168,0.7448,0,app,1540.38,2026-04-01
CLI-0521,29,5625.85,10,0.417,0,app,1265.88,2025-09-01
CLI-0522,23,2978.19,115,0.157,0,agencia,886.5,2025-05-01
CLI-0523,23,8222.69,60,0.151,0,app,2136.1,2025-08-01
CLI-0524,29,5615.09,153,0.5582,0,agencia,1917.13,2025-10-01
CLI-0525,23,3266.21,36,0.4022,0,telefone,883.45,2025-01-01
CLI-0526,67,2359.09,150,0.6702,0,app,1609.86,2026-06-01
CLI-0527,30,4239.81,209,0.5058,0,app,744.07,2026-03-01
CLI-0528,36,5691.64,166,0.6178,0,app,1512.18,2026-06-01
CLI-0529,20,2032.81,230,0.1893,0,app,931.58,2025-02-01
CLI-0530,33,2764.47,169,0.1594,0,app,1185.64,2025-12-01
CLI-0531,20,2126.89,11,0.5273,0,telefone,1236.04,2025-04-01
CLI-0532,64,3591.09,240,0.7287,0,agencia,1195.28,2025-10-01
CLI-0533,43,3834.86,85,0.3741,0,app,1360.45,2025-02-01
CLI-0534,21,7374.95,175,0.2089,0,agencia,2138.66,2025-11-01
CLI-0535,71,3025.1,55,0.4682,0,app,688.42,2025-12-01
CLI-0536,32,8085.16,155,0.1909,0,app,2405.03,2026-06-01
CLI-0537,31,3758.09,129,0.4746,0,app,1419.39,2026-01-01
CLI-0538,38,1910.42,202,0.1073,0,agencia,381.71,2026-02-01
CLI-0539,72,4083.79,184,0.4729,0,app,696.66,2025-06-01
CLI-0540,22,2755.55,165,0.6766,0,app,722.31,2026-04-01
CLI-0541,68,5225.22,177,0.802,0,telefone,1789.8,2026-04-01
CLI-0542,19,1883.29,149,0.2078,0,app,1417.33,2026-04-01
CLI-0543,28,4801.23,87,0.5693,0,app,1254.95,2025-03-01
CLI-0544,36,2748.01,90,0.1364,0,app,1114.31,2025-06-01
CLI-0545,51,3322.05,228,0.4091,0,app,535.56,2025-02-01
CLI-0546,54,2182.44,162,0.1643,0,app,159.48,2025-02-01
CLI-0547,63,2352.65,191,0.5901,0,telefone,1092.8,2025-05-01
CLI-0548,50,5779.54,195,0.2594,0,telefone,1569.46,2025-06-01
CLI-0549,44,7126.43,214,0.4001,0,telefone,1956.05,2025-04-01
CLI-0550,61,2536.1,58,0.6199,0,agencia,1831.57,2026-04-01
CLI-0551,67,3597.78,11,0.5341,1,agencia,613.58,2025-02-01
CLI-0552,72,13686.69,128,0.7574,0,app,3013.08,2025-11-01
CLI-0553,19,4789.13,41,0.3037,0,telefone,1464.87,2025-12-01
CLI-0554,19,3620.61,78,0.6457,1,app,1824.88,2025-12-01
CLI-0555,64,4322.71,173,0.1274,0,app,1259.06,2025-01-01
CLI-0556,54,3925.92,127,0.4903,0,app,2315.97,2026-01-01
CLI-0557,72,9319.21,61,0.6094,0,app,2322.9,2025-08-01
CLI-0558,37,6556.92,150,0.5724,0,app,2013.67,2025-06-01
CLI-0559,54,9026.89,61,0.3208,0,agencia,2381.87,2025-07-01
CLI-0560,72,3031.6,50,0.1562,0,app,646.89,2025-02-01
CLI-0561,25,5412.33,221,0.6323,0,app,1733.16,2026-04-01
CLI-0562,56,3056.95,78,0.2827,0,app,798.44,2026-06-01
CLI-0563,48,1547.46,157,0.1624,1,agencia,-65.4,2025-09-01
CLI-0564,34,6861.81,205,0.215,0,agencia,1807.15,2025-12-01
CLI-0565,52,3764.41,31,0.3627,0,telefone,1173.62,2025-01-01
CLI-0566,23,5527.13,161,0.1699,0,telefone,2123.69,2026-03-01
CLI-0567,34,2120.52,208,0.5742,0,telefone,1435.71,2026-03-01
CLI-0568,46,4199.26,83,0.6669,0,app,1241.4,2025-02-01
CLI-0569,51,5782.69,142,0.6597,0,app,1885.15,2025-04-01
CLI-0570,71,2411.43,60,0.2479,0,agencia,490.96,2025-12-01
CLI-0571,66,3673.89,211,0.1615,0,app,1040.93,2026-01-01
CLI-0572,42,4575.36,164,0.2357,1,telefone,1822.1,2025-05-01
CLI-0573,49,3346.16,82,0.0869,0,app,583.59,2025-02-01
CLI-0574,42,2035.32,21,0.2803,0,agencia,856.46,2025-12-01
CLI-0575,51,3374.54,127,0.5008,0,app,1226.05,2026-01-01
CLI-0576,35,5453.75,38,0.5564,0,app,1688.65,2025-10-01
CLI-0577,38,1887.08,61,0.5425,0,agencia,948.29,2026-05-01
CLI-0578,40,3796.72,100,0.7625,0,agencia,1699.86,2026-04-01
CLI-0579,20,3948.59,172,0.0828,0,app,847.18,2025-11-01
CLI-0580,40,2046.52,91,0.5311,0,agencia,877.52,2026-03-01
CLI-0581,50,4950.65,79,0.0845,0,app,1601.77,2025-03-01
CLI-0582,28,2336.61,111,0.5698,0,app,1236.65,2025-08-01
CLI-0583,72,3466.18,95,0.093,0,app,1607.94,2025-01-01
CLI-0584,32,7351.59,97,0.1533,0,agencia,1828.65,2025-07-01
CLI-0585,52,9324.87,136,0.4692,0,agencia,2184.2,2026-01-01
CLI-0586,41,4075.13,21,0.3846,0,agencia,1645.76,2026-04-01
CLI-0587,34,4339.66,14,0.5321,0,agencia,1340.87,2025-03-01
CLI-0588,48,4178.7,196,0.4718,0,app,1752.81,2025-07-01
CLI-0589,38,4238.66,35,0.7482,0,app,1490.2,2025-08-01
CLI-0590,28,2427.99,142,0.5831,0,app,406.77,2025-01-01
CLI-0591,62,13035.62,157,0.5447,0,app,3340.94,2025-12-01
CLI-0592,49,4459.98,191,0.7222,0,app,1838.47,2025-07-01
CLI-0593,51,7328.66,72,0.3305,0,telefone,1528.92,2025-10-01
CLI-0594,45,2934.12,157,0.5183,0,app,1695.29,2026-03-01
CLI-0595,49,6247.88,178,0.661,0,app,2230.13,2025-08-01
CLI-0596,20,2951.24,155,0.7017,0,app,1434.04,2026-04-01
CLI-0597,42,1371.46,159,0.5031,0,agencia,1320.01,2025-05-01
CLI-0598,22,1934.49,43,0.2548,0,app,738.53,2025-12-01
CLI-0599,51,3555.22,60,0.4901,0,telefone,1814.33,2025-08-01
CLI-0600,50,3508.15,154,0.5063,0,app,863.14,2025-09-01
CLI-0601,69,2950.96,147,0.2321,0,app,342.81,2025-02-01
CLI-0602,44,6077.26,221,0.2927,0,agencia,1447.19,2026-03-01
CLI-0603,71,5017.73,48,0.4762,0,app,1648.1,2026-04-01
CLI-0604,32,4174.81,28,0.2198,0,app,1185.04,2026-03-01
CLI-0605,62,4110.05,132,0.1355,0,agencia,1195.19,2025-06-01
CLI-0606,30,3669.19,160,0.1589,0,app,642.37,2025-05-01
CLI-0607,54,2607.71,100,0.2908,0,agencia,1462.49,2025-12-01
CLI-0608,37,6880.73,80,0.2778,0,app,1598.2,2025-08-01
CLI-0609,55,3518.21,57,0.753,0,app,1112.81,2026-03-01
CLI-0610,62,4488.63,215,0.3763,0,app,1252.78,2026-06-01
CLI-0611,64,3279.57,168,0.0351,0,app,1259.44,2025-02-01
CLI-0612,68,4766.08,131,0.2786,0,agencia,1019.39,2026-03-01
CLI-0613,46,3071.68,161,0.6283,0,agencia,1525.4,2025-06-01
CLI-0614,36,9216.68,240,0.3361,0,telefone,2415.74,2025-11-01
CLI-0615,32,7078.1,39,0.305,1,app,1762.35,2025-06-01
CLI-0616,44,2007.65,16,0.5108,0,app,196.0,2025-11-01
CLI-0617,52,2141.11,140,0.8315,0,telefone,1259.53,2026-01-01
CLI-0618,37,2569.23,180,0.6093,0,agencia,537.24,2026-02-01
CLI-0619,27,2400.66,45,0.3271,0,app,748.16,2025-08-01
CLI-0620,56,3450.51,76,0.8451,0,app,1885.87,2025-06-01
CLI-0621,53,2993.06,76,0.3943,0,app,775.97,2026-05-01
CLI-0622,55,11739.71,200,0.1805,0,app,2325.67,2025-02-01
CLI-0623,51,3063.41,198,0.3732,0,app,1489.26,2025-02-01
CLI-0624,48,4168.21,166,0.3238,0,app,908.3,2026-01-01
CLI-0625,48,4765.53,211,0.0538,0,agencia,1675.84,2025-01-01
CLI-0626,34,4859.63,115,0.5402,0,app,1774.85,2025-11-01
CLI-0627,66,4236.12,209,0.407,0,app,1387.94,2025-11-01
CLI-0628,64,5296.36,94,0.4549,0,app,1925.0,2025-06-01
CLI-0629,71,2847.08,94,0.3532,0,app,1348.46,2025-05-01
CLI-0630,27,2963.65,166,0.2515,0,telefone,1319.75,2025-07-01
CLI-0631,44,4032.67,123,0.5802,0,agencia,1390.52,2025-12-01
CLI-0632,26,2212.12,92,0.4252,1,app,776.99,2026-05-01
CLI-0633,57,1625.74,224,0.3739,0,telefone,824.44,2026-01-01
CLI-0634,64,3318.46,61,0.376,0,app,290.45,2026-02-01
CLI-0635,41,3147.44,125,0.3642,0,app,1671.07,2025-08-01
CLI-0636,22,2494.78,132,0.1039,0,app,1844.14,2026-02-01
CLI-0637,41,4545.81,65,0.2108,0,telefone,1106.54,2026-03-01
CLI-0638,19,2646.64,61,0.2593,0,app,784.75,2025-07-01
CLI-0639,43,4174.42,226,0.4521,0,app,365.15,2026-04-01
CLI-0640,45,3357.02,184,0.7455,0,app,1208.28,2025-01-01
CLI-0641,24,4321.46,177,0.4995,0,app,1597.7,2026-05-01
CLI-0642,54,1473.9,230,0.1872,0,app,871.16,2025-03-01
CLI-0643,40,3403.33,196,0.6098,0,app,1255.58,2026-04-01
CLI-0644,51,3916.63,63,0.7604,0,app,1003.73,2026-05-01
CLI-0645,19,7206.94,193,0.3988,0,app,2050.0,2025-09-01
CLI-0646,51,3237.95,50,0.1737,0,app,476.62,2025-06-01
CLI-0647,58,4151.83,217,0.3431,0,app,1201.9,2025-02-01
CLI-0648,55,2146.6,101,0.4344,1,agencia,1247.55,2025-07-01
CLI-0649,62,9259.88,236,0.2038,0,agencia,2520.12,2025-05-01
CLI-0650,67,4674.36,211,0.6127,0,agencia,1383.24,2026-04-01
