cliente_id,idade,renda_mensal,tempo_relacionamento_meses,uso_limite,inadimplente,canal
CLI-0545,56,6534.27,83,0.3894,0,agencia
CLI-0546,23,3191.59,148,0.483,0,app
CLI-0547,52,2926.11,60,0.6315,1,app
CLI-0548,59,11076.69,153,0.2565,0,agencia
CLI-0549,34,4200.27,209,0.1288,0,telefone
CLI-0550,54,5490.77,62,0.6479,0,agencia
CLI-0551,43,5926.89,206,0.2017,0,app
CLI-0552,61,8694.03,84,0.0751,0,app
CLI-0553,43,7567.42,178,0.6654,0,agencia
CLI-0554,32,5085.16,142,0.1968,0,telefone
CLI-0555,24,3952.11,7,0.1855,0,agencia
CLI-0556,57,4813.18,187,0.3777,0,app
CLI-0557,64,3679.95,23,0.808,0,app
CLI-0558,43,3562.14,79,0.3506,0,app
CLI-0559,67,8425.84,33,0.6797,0,agencia
CLI-0560,31,10541.98,210,0.2791,0,app
CLI-0561,58,1156.06,74,0.4846,0,app
CLI-0562,58,1769.21,65,0.6423,1,app
CLI-0563,53,1914.05,162,0.1391,1,agencia
CLI-0564,41,5012.89,189,0.5337,1,agencia
CLI-0565,39,3895.44,225,0.5273,0,agencia
CLI-0566,61,3554.41,17,0.3195,0,agencia
CLI-0567,66,2545.78,53,0.0985,0,app
CLI-0568,40,2272.13,18,0.3344,0,app
CLI-0569,48,6854.98,227,0.1517,0,app
CLI-0570,36,3442.16,40,0.1687,0,telefone
CLI-0571,72,3961.06,174,0.1533,0,app
CLI-0572,38,2693.38,237,0.1199,0,app
CLI-0573,55,6878.08,59,0.1709,0,agencia
CLI-0574,34,2946.29,122,0.1362,1,telefone
CLI-0575,61,6672.15,229,0.4551,0,app
CLI-0576,49,3840.69,160,0.718,1,app
CLI-0577,55,3161.48,7,0.5027,0,app
CLI-0578,49,2933.95,8,0.1807,0,app
CLI-0579,47,3936.2,69,0.3178,0,telefone
CLI-0580,50,4703.47,12,0.2436,0,app
CLI-0581,51,5668.29,181,0.3048,0,telefone
CLI-0582,44,6894.28,21,0.391,0,telefone
CLI-0583,28,4434.78,137,0.4459,0,app
CLI-0584,35,7819.61,222,0.288,0,app
CLI-0585,32,4541.91,221,0.4057,0,app
CLI-0586,47,4049.47,17,0.7702,1,app
CLI-0587,56,5569.74,48,0.1441,0,agencia
CLI-0588,26,2399.99,66,0.8643,1,app
CLI-0589,31,3743.47,120,0.3626,0,agencia
CLI-0590,62,3926.94,35,0.168,0,app
CLI-0591,69,2870.24,36,0.1959,0,app
CLI-0592,32,2861.38,5,0.1866,0,app
CLI-0593,27,2058.51,10,0.0538,0,telefone
CLI-0594,23,4862.01,164,0.6153,0,app
CLI-0595,34,1823.69,10,0.1655,0,app
CLI-0596,66,8298.3,104,0.1664,0,app
CLI-0597,46,4371.9,118,0.5957,1,app
CLI-0598,30,4414.53,30,0.3454,0,telefone
CLI-0599,69,3299.66,215,0.2668,0,agencia
CLI-0600,39,2762.39,39,0.1706,0,app
CLI-0601,65,1756.7,132,0.5948,0,app
CLI-0602,35,2267.51,77,0.3532,0,app
CLI-0603,64,3672.23,194,0.2453,0,app
CLI-0604,23,4994.73,61,0.384,0,telefone
CLI-0605,28,5053.17,132,0.4699,0,agencia
CLI-0606,38,2449.13,235,0.5307,0,app
CLI-0607,71,8605.51,111,0.5094,0,app
CLI-0608,55,5242.93,172,0.7475,0,telefone
CLI-0609,42,6937.82,64,0.3206,0,app
CLI-0610,39,1944.13,90,0.1312,0,app
CLI-0611,40,6839.55,118,0.5345,0,app
CLI-0612,32,3385.32,126,0.427,0,app
CLI-0613,38,3064.86,15,0.4429,0,app
CLI-0614,46,2665.56,213,0.1523,0,app
CLI-0615,30,7862.61,106,0.2424,0,agencia
CLI-0616,68,1856.78,89,0.3958,0,agencia
CLI-0617,63,2938.01,225,0.2625,0,app
CLI-0618,36,15068.1,1,0.2594,0,app
CLI-0619,61,1710.06,165,0.3245,0,app
CLI-0620,56,4903.93,23,0.4834,0,app
CLI-0621,51,7015.4,44,0.2218,0,app
CLI-0622,31,5878.46,91,0.3073,0,app
CLI-0623,19,3767.07,83,0.4958,0,app
CLI-0624,61,2908.01,125,0.312,1,app
CLI-0625,21,2383.54,78,0.6506,1,app
CLI-0626,65,3568.48,214,0.5452,0,app
CLI-0627,49,5145.49,207,0.3916,0,agencia
CLI-0628,53,4344.75,139,0.6108,0,app
CLI-0629,46,7879.37,169,0.3872,0,app
CLI-0630,32,6722.05,170,0.139,0,app
CLI-0631,51,7498.02,238,0.4675,0,app
CLI-0632,53,5348.59,28,0.1442,0,app
CLI-0633,69,4586.69,162,0.4142,0,app
CLI-0634,26,4840.59,131,0.441,0,app
CLI-0635,48,7047.65,4,0.4705,0,telefone
CLI-0636,32,5722.77,220,0.2736,0,app
CLI-0637,46,5221.05,82,0.7096,0,app
CLI-0638,56,2450.31,9,0.6573,0,app
CLI-0639,20,2494.42,91,0.2348,1,telefone
CLI-0640,62,3479.27,47,0.3735,1,agencia
CLI-0641,54,8421.16,164,0.0497,0,app
CLI-0642,43,3128.34,119,0.2552,0,agencia
CLI-0643,54,2072.26,187,0.4177,0,app
CLI-0644,40,8441.61,27,0.5711,0,app
CLI-0645,42,4135.11,112,0.2939,0,app
CLI-0646,65,4651.13,198,0.1395,0,telefone
CLI-0647,22,6249.43,62,0.0552,0,app
CLI-0648,71,6147.5,192,0.4708,1,agencia
CLI-0649,68,5427.15,151,0.3726,0,app
CLI-0650,65,1200.91,182,0.1838,0,telefone
CLI-0651,45,3402.29,20,0.243,0,telefone
CLI-0652,31,3872.84,154,0.09,0,app
CLI-0653,24,6245.81,39,0.1408,1,app
CLI-0654,40,3433.83,198,0.5459,0,app
CLI-0655,62,3977.16,28,0.3997,0,app
CLI-0656,25,9457.03,136,0.5401,0,app
CLI-0657,30,6062.71,154,0.4138,0,agencia
CLI-0658,28,3833.12,80,0.484,0,app
CLI-0659,59,3994.92,99,0.1852,0,app
CLI-0660,67,7453.55,55,0.2139,0,app
CLI-0661,36,3112.74,82,0.4551,0,app
CLI-0662,36,4918.04,19,0.7208,0,app
CLI-0663,46,2271.65,2,0.2107,0,app
CLI-0664,66,6692.41,57,0.6885,0,app
CLI-0665,59,3366.83,120,0.1954,0,app
CLI-0666,42,1752.11,132,0.3437,0,app
CLI-0667,57,3909.34,4,0.3276,0,app
CLI-0668,47,7713.45,35,0.1339,0,agencia
CLI-0669,44,1787.62,136,0.1921,0,agencia
CLI-0670,32,1369.81,111,0.2748,0,app
CLI-0671,24,3558.1,126,0.0479,0,app
CLI-0672,36,3473.05,11,0.2924,0,app
CLI-0673,50,2297.32,140,0.4112,1,app
CLI-0674,67,7151.16,238,0.466,0,app
CLI-0675,31,2150.72,80,0.3048,0,agencia
CLI-0676,62,2674.72,147,0.0539,0,app
CLI-0677,25,3234.83,45,0.1725,0,agencia
CLI-0678,19,2054.38,212,0.6771,0,telefone
CLI-0679,54,10786.06,165,0.5901,0,app
CLI-0680,62,3234.53,4,0.1317,0,app
CLI-0681,60,6827.81,166,0.2532,0,app
CLI-0682,46,4969.97,117,0.2235,0,app
CLI-0683,46,5344.59,192,0.2514,0,app
CLI-0684,71,7271.14,41,0.5261,0,app
CLI-0685,47,3891.18,88,0.5232,0,app
CLI-0686,49,3819.65,54,0.1326,0,telefone
CLI-0687,55,1983.66,11,0.3945,0,app
CLI-0688,42,2923.67,58,0.3258,0,agencia
CLI-0689,26,2951.56,84,0.1954,0,app
CLI-0690,51,3712.84,91,0.146,0,app
CLI-0691,46,5234.4,79,0.5877,0,app
CLI-0692,65,5139.85,121,0.747,0,agencia
CLI-0693,49,6228.45,73,0.3209,0,agencia
CLI-0694,71,3010.49,62,0.2771,0,agencia
CLI-0695,38,3807.62,115,0.4707,0,agencia
CLI-0696,20,4435.48,199,0.1708,0,app
CLI-0697,20,3832.15,41,0.5938,0,telefone
CLI-0698,68,4698.83,182,0.4806,1,agencia
CLI-0699,32,7841.12,10,0.5288,0,app
CLI-0700,23,3510.35,100,0.2663,0,app
CLI-0701,58,3301.67,81,0.2476,0,telefone
CLI-0702,36,3542.36,27,0.0604,0,app
CLI-0703,29,2447.58,43,0.6615,0,app
CLI-0704,68,2324.32,11,0.6878,0,agencia
CLI-0705,38,2340.3,175,0.1992,0,agencia
CLI-0706,66,14482.61,176,0.3786,0,app
CLI-0707,59,2108.33,199,0.1078,0,agencia
CLI-0708,20,3597.3,24,0.3054,0,app
CLI-0709,25,3942.19,3,0.2531,0,app
CLI-0710,22,6641.55,65,0.1559,0,app
CLI-0711,44,2688.39,183,0.7527,0,app
CLI-0712,61,3202.28,46,0.0406,0,app
CLI-0713,49,3146.23,45,0.6082,0,telefone
CLI-0714,20,7243.72,87,0.1871,0,app
CLI-0715,58,4001.85,108,0.1083,0,app
CLI-0716,45,4127.22,124,0.5467,0,app
CLI-0717,56,4775.75,166,0.7298,0,app
CLI-0718,71,2325.11,99,0.0331,0,agencia
CLI-0719,49,2622.04,148,0.3748,1,agencia
CLI-0720,71,3373.9,41,0.3593,0,app
CLI-0721,23,1685.08,164,0.4831,0,app
CLI-0722,52,1878.05,37,0.0762,0,app
CLI-0723,67,3342.1,208,0.3794,0,app
CLI-0724,60,7610.32,216,0.083,0,app
CLI-0725,66,3409.25,39,0.7338,0,app
CLI-0726,19,9421.61,236,0.6255,0,app
CLI-0727,55,3394.61,140,0.5566,1,app
CLI-0728,63,8497.62,13,0.7003,0,agencia
CLI-0729,62,1543.74,3,0.0338,0,app
CLI-0730,38,2502.6,197,0.6399,0,agencia
CLI-0731,32,2210.33,120,0.6075,0,agencia
CLI-0732,45,3772.97,150,0.5931,0,app
CLI-0733,29,5560.77,112,0.7512,0,app
CLI-0734,34,7409.78,189,0.3708,0,app
CLI-0735,45,8795.3,146,0.6415,0,app
CLI-0736,65,3047.01,120,0.0949,0,app
CLI-0737,22,6320.25,98,0.4707,0,app
CLI-0738,59,9267.94,187,0.2794,0,telefone
CLI-0739,19,3978.25,65,0.0516,0,app
CLI-0740,45,4788.25,222,0.1264,0,app
CLI-0741,46,4101.38,80,0.7589,1,app
CLI-0742,70,2564.29,162,0.4253,0,app
CLI-0743,59,4356.82,200,0.1191,0,telefone
CLI-0744,41,5454.67,159,0.4296,0,agencia
CLI-0745,53,4587.32,181,0.032,0,app
CLI-0746,34,10838.43,99,0.1808,0,telefone
CLI-0747,28,1879.14,61,0.2522,0,agencia
CLI-0748,62,3900.17,9,0.5954,0,app
CLI-0749,59,3742.02,120,0.1056,0,app
CLI-0750,64,6944.9,120,0.6214,0,app
CLI-0751,37,2212.57,188,0.1233,0,telefone
CLI-0752,71,1295.33,70,0.2565,0,agencia
CLI-0753,19,8280.77,210,0.5392,0,app
CLI-0754,42,4044.61,214,0.2586,0,agencia
CLI-0755,58,3192.36,23,0.8404,0,app
CLI-0756,28,2189.56,235,0.4732,0,app
CLI-0757,30,5470.92,43,0.3911,0,agencia
CLI-0758,24,4446.91,81,0.4956,0,agencia
CLI-0759,50,2400.79,146,0.277,0,app
CLI-0760,61,5679.37,188,0.0848,0,app
CLI-0761,30,4387.9,163,0.1608,0,app
CLI-0762,37,9881.25,233,0.3633,0,app
CLI-0763,71,2655.64,207,0.3048,0,agencia
CLI-0764,69,5380.13,63,0.328,0,telefone
CLI-0765,42,1883.39,228,0.218,0,app
CLI-0766,72,2941.33,166,0.1577,0,agencia
CLI-0767,61,1907.36,150,0.3201,0,agencia
CLI-0768,30,3018.02,188,0.3062,0,agencia
CLI-0769,26,2370.13,121,0.6206,0,agencia
CLI-0770,49,9961.85,197,0.285,0,agencia
CLI-0771,72,1782.87,61,0.6716,0,app
CLI-0772,32,2553.05,170,0.3758,0,app
CLI-0773,34,6424.93,85,0.3176,1,app
CLI-0774,38,6687.19,222,0.3265,0,agencia
CLI-0775,58,3110.0,95,0.3279,0,app
CLI-0776,31,3263.56,134,0.3087,1,app
CLI-0777,50,3388.59,58,0.1744,0,app
CLI-0778,66,6208.35,118,0.6485,0,app
CLI-0779,34,6338.43,227,0.7052,0,telefone
CLI-0780,55,4319.85,210,0.2893,0,app
CLI-0781,30,3731.08,39,0.1879,0,telefone
CLI-0782,20,2068.66,26,0.1634,0,telefone
CLI-0783,62,7921.87,214,0.8598,0,app
CLI-0784,39,2698.53,180,0.5136,0,app
CLI-0785,41,2442.26,67,0.0777,0,app
CLI-0786,21,3497.94,193,0.4003,0,telefone
CLI-0787,22,2494.76,235,0.3132,0,app
CLI-0788,46,5565.39,135,0.446,0,telefone
CLI-0789,25,4523.55,176,0.3865,0,app
CLI-0790,42,8168.39,160,0.099,0,agencia
CLI-0791,59,2774.02,46,0.5501,0,app
CLI-0792,67,5637.83,61,0.2977,0,app
CLI-0793,48,3670.51,2,0.3235,0,app
CLI-0794,62,1596.01,172,0.4835,0,app
CLI-0795,52,6314.8,171,0.3076,0,telefone
CLI-0796,21,4154.13,107,0.5485,0,app
CLI-0797,58,3805.74,146,0.4299,0,agencia
CLI-0798,35,3792.18,36,0.5065,0,app
CLI-0799,67,5992.09,31,0.4934,0,telefone
CLI-0800,49,1779.01,29,0.2699,0,app
CLI-0801,40,6858.7,59,0.2877,0,app
CLI-0802,47,6858.4,128,0.2809,0,app
CLI-0803,44,4305.99,83,0.1887,0,app
CLI-0804,57,2477.68,211,0.4096,0,app
CLI-0805,69,2927.85,240,0.0764,0,app
CLI-0806,60,1894.34,65,0.2932,0,app
CLI-0807,43,1674.11,3,0.6418,0,telefone
CLI-0808,28,6262.36,132,0.3781,0,app
CLI-0809,19,5204.14,6,0.2729,0,app
CLI-0810,31,3075.1,14,0.2665,0,agencia
CLI-0811,24,5192.82,6,0.4358,0,app
CLI-0812,43,7317.84,128,0.3754,0,app
CLI-0813,32,3552.48,42,0.0489,0,app
CLI-0814,25,2196.31,215,0.2468,0,telefone
CLI-0815,25,3519.88,219,0.2471,0,app
CLI-0816,49,3642.08,30,0.5038,0,app
CLI-0817,49,2584.87,12,0.3976,0,telefone
CLI-0818,23,6290.8,161,0.2707,0,app
CLI-0819,43,2826.78,228,0.676,0,app
CLI-0820,39,6329.76,210,0.2839,0,telefone
CLI-0821,21,3418.11,27,0.5502,0,app
CLI-0822,55,2385.48,69,0.3472,0,app
CLI-0823,68,2842.74,224,0.6235,0,agencia
CLI-0824,62,5137.9,25,0.3388,0,telefone
CLI-0825,61,4555.96,43,0.5847,0,telefone
CLI-0826,23,3380.2,127,0.8446,0,agencia
CLI-0827,50,5000.6,221,0.7776,0,app
CLI-0828,25,2619.47,227,0.2377,0,app
CLI-0829,35,6502.01,97,0.3891,0,app
CLI-0830,23,6032.26,33,0.386,0,telefone
CLI-0831,59,5729.31,64,0.2792,1,app
CLI-0832,24,3633.74,202,0.0917,0,app
CLI-0833,62,1732.35,3,0.2735,0,app
CLI-0834,67,4627.71,13,0.4699,0,app
CLI-0835,55,3632.32,206,0.3415,0,app
CLI-0836,47,3280.98,64,0.173,0,app
CLI-0837,61,4369.67,173,0.2891,0,app
CLI-0838,26,2370.2,15,0.2802,0,telefone
CLI-0839,71,9102.07,109,0.5037,0,telefone
CLI-0840,56,2808.16,142,0.1347,0,app
CLI-0841,46,5188.05,228,0.3756,0,app
CLI-0842,72,2626.68,33,0.1783,0,app
CLI-0843,31,9028.24,202,0.4178,0,app
CLI-0844,68,4274.17,158,0.5457,0,telefone
CLI-0845,51,3954.98,141,0.3776,0,telefone
CLI-0846,37,9078.78,97,0.346,0,telefone
CLI-0847,31,16868.67,94,0.2095,0,agencia
CLI-0848,62,3116.22,33,0.1183,0,telefone
CLI-0849,26,9490.53,157,0.2888,0,telefone
CLI-0850,35,4438.99,102,0.2564,0,app
CLI-0851,31,5105.45,55,0.0892,0,app
CLI-0852,21,8700.73,237,0.3193,0,app
CLI-0853,22,1540.96,228,0.5997,0,app
CLI-0854,52,2764.23,182,0.3173,0,app
CLI-0855,50,5251.38,138,0.531,0,agencia
CLI-0856,56,3266.07,237,0.5727,0,app
CLI-0857,55,4998.69,19,0.684,0,app
CLI-0858,47,3257.74,48,0.5782,0,app
CLI-0859,63,4369.48,209,0.1541,0,agencia
CLI-0860,22,5732.73,237,0.4232,0,app
CLI-0861,61,3290.52,46,0.6627,0,telefone
CLI-0862,61,5167.92,165,0.6653,0,telefone
CLI-0863,28,3663.63,94,0.1257,0,app
CLI-0864,27,8305.96,62,0.3387,0,telefone
CLI-0865,25,5441.96,221,0.3497,0,telefone
CLI-0866,66,3929.74,235,0.4815,0,app
CLI-0867,33,11381.89,124,0.3156,0,app
CLI-0868,55,1709.41,109,0.6088,0,app
CLI-0869,59,4173.59,9,0.1234,0,app
CLI-0870,36,1763.2,2,0.4813,0,app
CLI-0871,51,2457.47,70,0.2159,0,app
CLI-0872,66,1569.43,41,0.4565,0,app
CLI-0873,33,2857.55,62,0.5125,0,app
CLI-0874,31,3646.57,83,0.1383,0,app
CLI-0875,69,1924.7,186,0.337,0,telefone
CLI-0876,72,9945.3,106,0.5904,0,app
CLI-0877,53,1779.0,162,0.2438,0,app
CLI-0878,66,3263.92,218,0.2989,0,app
CLI-0879,51,4418.83,118,0.5486,0,app
CLI-0880,21,4663.17,45,0.1061,0,agencia
CLI-0881,46,5293.14,79,0.4551,0,app
CLI-0882,20,3360.49,119,0.258,0,agencia
CLI-0883,60,3109.51,76,0.5449,0,agencia
CLI-0884,30,4721.33,8,0.3149,0,app
CLI-0885,33,4897.41,206,0.1555,0,app
CLI-0886,46,3313.49,73,0.3758,0,agencia
CLI-0887,59,993.73,3,0.6254,0,app
CLI-0888,67,2598.05,69,0.1645,0,app
CLI-0889,62,5751.06,144,0.2421,0,app
CLI-0890,46,1741.26,144,0.0272,0,agencia
CLI-0891,67,1108.18,156,0.0715,0,app
CLI-0892,24,4891.73,214,0.3329,0,app
CLI-0893,43,5511.96,119,0.1135,0,telefone
CLI-0894,56,4169.08,222,0.5834,1,app
CLI-0895,57,7412.83,180,0.2341,0,agencia
CLI-0896,47,2555.17,78,0.4741,0,agencia
CLI-0897,52,2890.25,181,0.4057,0,app
CLI-0898,65,6701.11,74,0.7045,0,app
CLI-0899,55,2818.04,145,0.45,0,app
CLI-0900,34,6355.51,202,0.4692,0,app
