id,x1,x2,x3,x4,target
474,-1.4695,-1.0070,-0.2286,0.8514,-1.2479
475,-0.4010,1.5860,-0.3141,0.8956,-0.9395
476,0.6960,-0.0630,0.4182,0.7683,0.9416
477,0.9078,-2.0294,0.1391,-0.0731,1.8730
478,-0.5470,-0.4569,-0.1116,-0.6046,-0.0618
479,1.7424,-1.0556,1.1291,-0.4924,3.2282
480,0.1053,1.9341,0.2930,0.2385,-0.2605
481,-0.4535,1.5651,-0.7165,-0.1527,-1.3536
482,-2.8174,1.7683,-2.1535,-0.9369,-5.1718
483,-0.2581,0.4534,-0.5579,0.1615,-0.2153
484,0.1246,-2.2268,0.0382,-0.6494,0.8156
485,0.6194,-2.9945,-0.0865,-0.9414,1.2076
486,-1.2883,-0.8498,-1.0424,0.4241,-0.3109
487,2.8882,1.6513,2.0312,-0.1685,2.5312
488,-0.8193,-0.4479,-1.2467,-0.2927,-1.0354
489,0.7177,0.8432,0.2443,-0.1221,1.0229
490,0.9490,0.2811,1.0350,0.1945,1.1530
491,1.7491,0.6536,1.0739,-0.9191,1.8001
492,-1.2408,0.2590,-1.1113,0.4727,-1.4922
493,-1.0172,-2.0355,-0.9539,0.4236,-0.8635
494,0.9293,-0.9249,-0.0364,0.1624,1.1546
495,-2.5658,0.6902,-1.5010,-0.4974,-3.1951
496,1.8868,-0.1304,0.6539,0.0561,2.7453
497,1.4496,1.0276,1.4153,-0.9235,0.5106
498,-2.1900,0.3491,-1.4212,0.1703,-2.2025
499,-1.2244,-0.2877,-1.3603,0.4586,-1.6160
500,-0.8837,0.3870,-1.0499,-0.0059,-2.1289
