cliente_id,idade,renda_mensal,tempo_relacionamento_meses,uso_limite,inadimplente,canal
CLI-0544,19,4458.26,129,0.6745,0,agencia
CLI-0545,20,3712.36,67,0.2353,0,app
CLI-0546,31,2513.93,201,0.4447,0,app
CLI-0547,28,3546.82,237,0.5683,0,app
CLI-0548,35,6006.04,200,0.191,0,app
CLI-0549,28,3942.51,76,0.565,0,app
CLI-0550,61,3338.28,219,0.5202,0,app
CLI-0551,30,3796.96,174,0.447,0,agencia
CLI-0552,67,2310.65,93,0.4691,0,app
CLI-0553,22,2463.57,223,0.5247,0,telefone
CLI-0554,55,2218.68,183,0.2857,0,app
CLI-0555,29,2693.03,213,0.3232,0,app
CLI-0556,68,2715.29,181,0.3529,1,telefone
CLI-0557,58,8568.65,225,0.3672,0,app
CLI-0558,53,2211.13,181,0.0477,0,agencia
CLI-0559,55,2055.74,131,0.2693,0,telefone
CLI-0560,33,4460.66,130,0.4205,0,telefone
CLI-0561,47,3421.56,61,0.3182,0,agencia
CLI-0562,30,5803.03,224,0.0148,0,app
CLI-0563,36,5617.48,136,0.3732,0,app
CLI-0564,39,4426.38,225,0.344,0,app
CLI-0565,37,2884.44,212,0.5582,0,app
CLI-0566,22,755.97,195,0.3951,0,app
CLI-0567,49,4769.18,8,0.8451,0,agencia
CLI-0568,56,1351.45,75,0.2534,0,telefone
CLI-0569,32,14054.17,139,0.3621,0,app
CLI-0570,66,3515.6,189,0.3629,0,app
CLI-0571,64,2418.19,162,0.4983,0,app
CLI-0572,51,2273.91,16,0.4228,0,telefone
CLI-0573,35,3699.41,199,0.2623,0,agencia
CLI-0574,28,2688.07,30,0.434,0,app
CLI-0575,43,7223.32,18,0.613,0,app
CLI-0576,46,3821.29,16,0.153,0,app
CLI-0577,49,6739.55,55,0.3178,1,telefone
CLI-0578,19,4555.06,123,0.1305,0,app
CLI-0579,70,1962.56,230,0.6197,1,app
CLI-0580,39,3415.49,134,0.8433,0,agencia
CLI-0581,28,4506.51,99,0.0871,0,app
CLI-0582,41,2760.43,84,0.1269,0,agencia
CLI-0583,56,4174.59,136,0.2552,0,app
CLI-0584,27,4751.87,207,0.4863,0,telefone
CLI-0585,59,4514.78,19,0.2131,1,app
CLI-0586,64,6138.46,64,0.1703,0,app
CLI-0587,45,7059.52,124,0.4157,0,app
CLI-0588,64,3674.28,140,0.3954,0,agencia
CLI-0589,37,2398.97,192,0.6703,0,app
CLI-0590,46,3456.93,130,0.5245,0,agencia
CLI-0591,56,2921.63,106,0.5966,0,telefone
CLI-0592,69,4647.56,165,0.3912,0,app
CLI-0593,27,2431.22,59,0.3934,0,agencia
CLI-0594,40,3502.77,70,0.5297,0,app
CLI-0595,64,4649.91,156,0.2977,0,app
CLI-0596,36,5368.16,42,0.2435,0,agencia
CLI-0597,26,5342.95,188,0.2612,0,app
CLI-0598,62,5179.45,205,0.7927,0,telefone
CLI-0599,57,1407.05,88,0.4332,0,app
CLI-0600,72,4445.52,103,0.1392,0,agencia
CLI-0601,20,5404.33,212,0.295,0,app
CLI-0602,46,3047.15,128,0.5045,0,app
CLI-0603,20,2892.25,219,0.2574,0,app
CLI-0604,68,3882.8,41,0.2985,0,app
CLI-0605,40,4385.52,38,0.4873,0,app
CLI-0606,64,4311.15,238,0.1838,0,telefone
CLI-0607,27,1235.5,38,0.341,0,app
CLI-0608,38,9147.01,113,0.4466,0,app
CLI-0609,58,2564.71,186,0.2858,0,app
CLI-0610,37,3741.87,107,0.114,0,app
CLI-0611,33,2793.77,216,0.3948,0,app
CLI-0612,29,4295.71,123,0.1687,0,app
CLI-0613,60,4272.28,214,0.501,0,app
CLI-0614,41,2712.43,124,0.6179,1,app
CLI-0615,26,4021.49,89,0.3911,0,app
CLI-0616,69,3953.36,2,0.5442,0,app
CLI-0617,38,4037.1,206,0.6647,1,telefone
CLI-0618,71,3546.07,58,0.4613,0,telefone
CLI-0619,39,3020.17,224,0.4037,0,app
CLI-0620,67,3943.51,113,0.5543,0,app
CLI-0621,41,4479.92,24,0.4866,0,agencia
CLI-0622,63,2768.0,46,0.3045,0,app
CLI-0623,47,1760.65,235,0.2669,0,telefone
CLI-0624,63,1851.32,129,0.2648,0,app
CLI-0625,56,2715.69,182,0.5708,1,telefone
CLI-0626,36,3970.74,51,0.1365,0,app
CLI-0627,49,5244.8,189,0.3329,0,agencia
CLI-0628,23,6943.96,185,0.3567,1,agencia
CLI-0629,50,8281.78,200,0.135,0,app
CLI-0630,20,3334.46,149,0.2552,0,agencia
CLI-0631,63,6346.76,217,0.3044,0,app
CLI-0632,58,1914.59,167,0.6014,0,app
CLI-0633,28,2832.19,230,0.3528,0,app
CLI-0634,63,14008.89,212,0.7105,0,telefone
CLI-0635,23,2880.51,170,0.7269,0,agencia
CLI-0636,47,2576.54,186,0.3047,0,telefone
CLI-0637,65,2013.44,121,0.6281,0,app
CLI-0638,57,5032.35,57,0.1434,0,app
CLI-0639,53,3497.1,209,0.2876,0,app
CLI-0640,33,3539.41,134,0.0895,0,app
CLI-0641,38,6624.76,152,0.5711,0,app
CLI-0642,54,4548.76,91,0.4397,1,app
CLI-0643,68,2227.15,159,0.2729,0,app
CLI-0644,25,5771.79,159,0.5158,0,app
CLI-0645,29,4817.11,39,0.0874,0,app
CLI-0646,23,3565.2,224,0.614,0,telefone
CLI-0647,71,4082.85,24,0.8099,0,app
CLI-0648,63,1628.74,239,0.3267,0,app
CLI-0649,48,1901.22,65,0.151,0,app
CLI-0650,37,3572.99,197,0.3762,0,app
CLI-0651,43,4266.92,130,0.2718,0,app
CLI-0652,39,3447.89,195,0.2538,0,agencia
CLI-0653,39,3698.31,177,0.2963,0,app
CLI-0654,27,4809.27,229,0.3291,0,app
CLI-0655,62,8120.4,103,0.0317,0,agencia
CLI-0656,31,3024.25,43,0.5527,0,agencia
CLI-0657,19,6220.34,43,0.0738,0,app
CLI-0658,41,3485.53,11,0.3449,0,app
CLI-0659,35,6826.49,54,0.3287,0,app
CLI-0660,24,4834.95,116,0.4962,0,telefone
CLI-0661,50,6305.19,120,0.3849,0,app
CLI-0662,41,5861.19,99,0.2108,0,app
CLI-0663,56,1672.6,195,0.4569,0,app
CLI-0664,57,3752.71,133,0.6079,0,agencia
CLI-0665,56,12099.21,238,0.4418,0,app
CLI-0666,20,3749.55,8,0.1168,0,app
CLI-0667,62,4113.32,173,0.4259,0,agencia
CLI-0668,49,2230.23,16,0.4838,0,app
CLI-0669,43,5004.23,122,0.6076,0,agencia
CLI-0670,38,2476.53,2,0.5858,0,app
CLI-0671,25,4523.04,157,0.4563,0,agencia
CLI-0672,39,7821.07,144,0.5342,0,app
CLI-0673,41,8736.94,141,0.3869,0,app
CLI-0674,71,2155.47,125,0.0978,0,app
CLI-0675,67,3840.63,136,0.381,0,app
CLI-0676,67,5409.21,25,0.2888,0,app
CLI-0677,61,2122.98,15,0.3786,0,app
CLI-0678,25,3536.34,93,0.5688,0,app
CLI-0679,36,3098.08,115,0.6373,1,app
CLI-0680,49,2174.32,6,0.3195,0,telefone
CLI-0681,64,3275.51,206,0.6548,0,telefone
CLI-0682,53,9329.14,130,0.4147,0,agencia
CLI-0683,56,3554.06,219,0.4613,0,app
CLI-0684,46,6449.82,133,0.4997,0,app
CLI-0685,34,2977.06,118,0.2156,0,app
CLI-0686,40,3090.74,218,0.0904,0,app
CLI-0687,23,2561.52,197,0.3716,0,app
CLI-0688,40,7970.15,229,0.1737,0,app
CLI-0689,45,2526.07,178,0.4142,1,app
CLI-0690,28,3238.68,200,0.3269,0,agencia
CLI-0691,67,6304.14,40,0.2731,0,app
CLI-0692,64,1134.36,58,0.4424,0,app
CLI-0693,37,3857.89,148,0.2649,0,agencia
CLI-0694,61,6191.61,182,0.6518,0,agencia
CLI-0695,40,2371.71,189,0.4996,0,app
CLI-0696,45,4061.0,2,0.3574,0,app
CLI-0697,22,12332.29,177,0.1464,0,app
CLI-0698,46,7896.52,169,0.0752,0,agencia
CLI-0699,54,5985.85,86,0.1506,0,app
CLI-0700,66,3553.93,145,0.6427,0,agencia
